critical_ratio,resonance_ratio,pitch_lambda,orbit_shift,branch,amplitude_ratio_fow_over_zow,eta_sd_zow,eta_maxwell_zow,eta_sd_fow,eta_maxwell_fow,distribution_gap_zow,distribution_gap_fow,orbit_gap_sd,orbit_gap_maxwell,orbit_shift_exceeds_distribution_gap,signed_interaction
0.31,0.5,0.09,0.1,-1,0.9534226684418972,1.2113107351202588,1.071351201948552,1.2375178560383067,1.0975583228666,0.13995953317170673,0.13995953317170673,0.026207120918047888,0.026207120918047888,False,0.0
0.31,0.5,0.09,0.1,1,1.0488527628928945,1.2113107351202588,1.071351201948552,1.1851036142022109,1.0451440810305042,0.13995953317170673,0.13995953317170673,0.026207120918047888,0.026207120918047888,False,0.0
0.31,0.5,0.09,0.2,-1,0.9090147846988678,1.2113107351202588,1.071351201948552,1.2637249769563548,1.123765443784648,0.13995953317170673,0.13995953317170673,0.052414241836096,0.052414241836096,False,0.0
0.31,0.5,0.09,0.2,1,1.1000921182280585,1.2113107351202588,1.071351201948552,1.1588964932841628,1.018936960112456,0.13995953317170673,0.13995953317170673,0.052414241836096,0.052414241836096,False,0.0
0.31,0.5,0.09,0.3,-1,0.866675301680731,1.2113107351202588,1.071351201948552,1.2899320978744027,1.149972564702696,0.13995953317170673,0.13995953317170673,0.07862136275414389,0.07862136275414389,False,0.0
0.31,0.5,0.09,0.3,1,1.153834657640196,1.2113107351202588,1.071351201948552,1.1326893723661149,0.9927298391944082,0.13995953317170673,0.13995953317170673,0.07862136275414389,0.07862136275414389,False,0.0
0.31,0.5,0.09,0.4,-1,0.8263078788011288,1.2113107351202588,1.071351201948552,1.3161392187924505,1.1761796856207438,0.13995953317170673,0.13995953317170673,0.10482848367219177,0.10482848367219177,False,0.0
0.31,0.5,0.09,0.4,1,1.210202668587497,1.2113107351202588,1.071351201948552,1.106482251448067,0.9665227182763603,0.13995953317170673,0.13995953317170673,0.10482848367219177,0.10482848367219177,False,0.0
0.31,0.5,0.09,0.5,-1,0.7878206627611359,1.2113107351202588,1.071351201948552,1.3423463397104984,1.202386806538792,0.13995953317170673,0.1399595331717065,0.13103560459023966,0.13103560459023988,False,-2.220446049250313e-16
0.31,0.5,0.09,0.5,1,1.26932441260835,1.2113107351202588,1.071351201948552,1.0802751305300191,0.9403155973583123,0.13995953317170673,0.13995953317170684,0.13103560459023966,0.13103560459023977,False,1.1102230246251565e-16
0.31,0.5,0.09,0.6,-1,0.7511260785433862,1.2113107351202588,1.071351201948552,1.3685534606285465,1.2285939274568398,0.13995953317170673,0.13995953317170673,0.15724272550828777,0.15724272550828777,True,0.0
0.31,0.5,0.09,0.6,1,1.3313344171716686,1.2113107351202588,1.071351201948552,1.054068009611971,0.9141084764402643,0.13995953317170673,0.13995953317170673,0.15724272550828777,0.15724272550828777,True,0.0
