critical_ratio,resonance_ratio,pitch_lambda,orbit_shift,branch,amplitude_ratio_fow_over_zow,eta_sd_zow,eta_maxwell_zow,eta_sd_fow,eta_maxwell_fow,distribution_gap_zow,distribution_gap_fow,orbit_gap_sd,orbit_gap_maxwell,orbit_shift_exceeds_distribution_gap,signed_interaction
0.31,0.65,0.9,0.5,1,1.1082409448725121,1.3532058104698832,1.8105835312930532,0.8393356906925216,1.2967134115156915,0.45737772082316996,0.45737772082316996,0.5138701197773616,0.5138701197773616,True,0.0
0.31,0.65,0.9,0.6,-1,0.8839729390507698,1.3532058104698832,1.8105835312930532,1.969849954202717,2.427227675025887,0.45737772082316996,0.45737772082316996,0.6166441437328338,0.6166441437328338,True,0.0
0.31,0.65,0.9,0.6,1,1.1312563494011738,1.3532058104698832,1.8105835312930532,0.7365616667370494,1.1939393875602193,0.45737772082316996,0.45737772082316996,0.6166441437328338,0.6166441437328338,True,0.0
0.31,0.65,0.9,0.7,-1,0.865988514216016,1.3532058104698832,1.8105835312930532,2.072623978158189,2.5300016989813594,0.45737772082316996,0.4573777208231702,0.719418167688306,0.7194181676883062,True,-2.220446049250313e-16
0.31,0.65,0.9,0.7,1,1.1547497265657216,1.3532058104698832,1.8105835312930532,0.633787642781577,1.091165363604747,0.45737772082316996,0.45737772082316996,0.7194181676883062,0.7194181676883062,True,0.0
0.31,0.65,0.9,0.8,-1,0.8483699824107301,1.3532058104698832,1.8105835312930532,2.1753980021136616,2.632775722936832,0.45737772082316996,0.4573777208231702,0.8221921916437784,0.8221921916437787,True,-2.220446049250313e-16
0.31,0.65,0.9,0.8,1,1.178731002667489,1.3532058104698832,1.8105835312930532,0.5310136188261045,0.9883913396492745,0.45737772082316996,0.45737772082316996,0.8221921916437787,0.8221921916437787,True,0.0
0.31,0.65,0.9,0.9,-1,0.8311098995431359,1.3532058104698832,1.8105835312930532,2.278172026069134,2.7355497468923042,0.45737772082316996,0.4573777208231702,0.9249662155992509,0.9249662155992511,True,-2.220446049250313e-16
0.31,0.65,0.9,0.9,1,1.2032103101523681,1.3532058104698832,1.8105835312930532,0.42823959487063235,0.8856173156938023,0.45737772082316996,0.45737772082316996,0.9249662155992509,0.9249662155992509,True,0.0
0.31,0.65,0.9,1.0,-1,0.8142009729714653,1.3532058104698832,1.8105835312930532,2.3809460500246065,2.8383237708477767,0.45737772082316996,0.4573777208231702,1.0277402395547233,1.0277402395547235,True,-2.220446049250313e-16
0.31,0.65,0.9,1.0,1,1.2281979918919186,1.3532058104698832,1.8105835312930532,0.32546557091515993,0.7828432917383299,0.45737772082316996,0.45737772082316996,1.0277402395547233,1.0277402395547233,True,0.0
0.332,0.5,0.0,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.0,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.0,0.1,-1,0.951229424500714,1.1603127158491067,1.0372015385410271,1.1853127158491066,1.062201538541027,0.12311117730807952,0.12311117730807952,0.02499999999999991,0.02499999999999991,False,0.0
0.332,0.5,0.0,0.1,1,1.0512710963760241,1.1603127158491067,1.0372015385410271,1.1353127158491068,1.0122015385410272,0.12311117730807952,0.12311117730807952,0.02499999999999991,0.02499999999999991,False,0.0
0.332,0.5,0.0,0.2,-1,0.9048374180359595,1.1603127158491067,1.0372015385410271,1.2103127158491067,1.0872015385410272,0.12311117730807952,0.12311117730807952,0.050000000000000044,0.050000000000000044,False,0.0
0.332,0.5,0.0,0.2,1,1.1051709180756477,1.1603127158491067,1.0372015385410271,1.1103127158491066,0.9872015385410271,0.12311117730807952,0.12311117730807952,0.050000000000000044,0.050000000000000044,False,0.0
0.332,0.5,0.0,0.3,-1,0.8607079764250578,1.1603127158491067,1.0372015385410271,1.2353127158491066,1.112201538541027,0.12311117730807952,0.12311117730807952,0.07499999999999996,0.07499999999999996,False,0.0
0.332,0.5,0.0,0.3,1,1.161834242728283,1.1603127158491067,1.0372015385410271,1.0853127158491067,0.9622015385410272,0.12311117730807952,0.12311117730807952,0.07499999999999996,0.07499999999999996,False,0.0
0.332,0.5,0.0,0.4,-1,0.8187307530779818,1.1603127158491067,1.0372015385410271,1.2603127158491068,1.1372015385410272,0.12311117730807952,0.12311117730807952,0.10000000000000009,0.10000000000000009,False,0.0
0.332,0.5,0.0,0.4,1,1.2214027581601699,1.1603127158491067,1.0372015385410271,1.0603127158491066,0.9372015385410272,0.12311117730807952,0.12311117730807941,0.10000000000000009,0.09999999999999998,False,-1.1102230246251565e-16
0.332,0.5,0.0,0.5,-1,0.7788007830714049,1.1603127158491067,1.0372015385410271,1.2853127158491067,1.1622015385410271,0.12311117730807952,0.12311117730807952,0.125,0.125,True,0.0
0.332,0.5,0.0,0.5,1,1.2840254166877414,1.1603127158491067,1.0372015385410271,1.0353127158491067,0.9122015385410271,0.12311117730807952,0.12311117730807952,0.125,0.125,True,0.0
0.332,0.5,0.0,0.6,-1,0.7408182206817179,1.1603127158491067,1.0372015385410271,1.3103127158491066,1.187201538541027,0.12311117730807952,0.12311117730807952,0.1499999999999999,0.1499999999999999,True,0.0
0.332,0.5,0.0,0.6,1,1.3498588075760032,1.1603127158491067,1.0372015385410271,1.0103127158491068,0.8872015385410271,0.12311117730807952,0.12311117730807963,0.1499999999999999,0.15000000000000002,True,1.1102230246251565e-16
0.332,0.5,0.0,0.7,-1,0.7046880897187134,1.1603127158491067,1.0372015385410271,1.3353127158491067,1.2122015385410272,0.12311117730807952,0.12311117730807952,0.17500000000000004,0.17500000000000004,True,0.0
0.332,0.5,0.0,0.7,1,1.4190675485932571,1.1603127158491067,1.0372015385410271,0.9853127158491066,0.8622015385410271,0.12311117730807952,0.12311117730807952,0.17500000000000004,0.17500000000000004,True,0.0
0.332,0.5,0.0,0.8,-1,0.6703200460356393,1.1603127158491067,1.0372015385410271,1.3603127158491066,1.237201538541027,0.12311117730807952,0.12311117730807952,0.19999999999999996,0.19999999999999996,True,0.0
0.332,0.5,0.0,0.8,1,1.4918246976412703,1.1603127158491067,1.0372015385410271,0.9603127158491067,0.8372015385410272,0.12311117730807952,0.12311117730807952,0.19999999999999996,0.19999999999999996,True,0.0
0.332,0.5,0.0,0.9,-1,0.6376281516217733,1.1603127158491067,1.0372015385410271,1.3853127158491068,1.2622015385410272,0.12311117730807952,0.12311117730807952,0.2250000000000001,0.2250000000000001,True,0.0
0.332,0.5,0.0,0.9,1,1.568312185490169,1.1603127158491067,1.0372015385410271,0.9353127158491067,0.8122015385410272,0.12311117730807952,0.12311117730807952,0.22499999999999998,0.22499999999999998,True,0.0
0.332,0.5,0.0,1.0,-1,0.6065306597126334,1.1603127158491067,1.0372015385410271,1.4103127158491067,1.2872015385410271,0.12311117730807952,0.12311117730807952,0.25,0.25,True,0.0
0.332,0.5,0.0,1.0,1,1.6487212707001282,1.1603127158491067,1.0372015385410271,0.9103127158491067,0.7872015385410271,0.12311117730807952,0.12311117730807952,0.25,0.25,True,0.0
0.332,0.5,0.09,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.09,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.09,0.1,-1,0.9534226684418972,1.1603127158491067,1.0372015385410271,1.1865198367671546,1.063408659459075,0.12311117730807952,0.12311117730807952,0.026207120918047888,0.026207120918047888,False,0.0
0.332,0.5,0.09,0.1,1,1.0488527628928945,1.1603127158491067,1.0372015385410271,1.1341055949310588,1.0109944176229793,0.12311117730807952,0.12311117730807952,0.026207120918047888,0.026207120918047888,False,0.0
0.332,0.5,0.09,0.2,-1,0.9090147846988678,1.1603127158491067,1.0372015385410271,1.2127269576852027,1.0896157803771231,0.12311117730807952,0.12311117730807952,0.052414241836096,0.052414241836096,False,0.0
0.332,0.5,0.09,0.2,1,1.1000921182280585,1.1603127158491067,1.0372015385410271,1.1078984740130107,0.9847872967049313,0.12311117730807952,0.12311117730807941,0.052414241836096,0.05241424183609589,False,-1.1102230246251565e-16
0.332,0.5,0.09,0.3,-1,0.866675301680731,1.1603127158491067,1.0372015385410271,1.2389340786032506,1.115822901295171,0.12311117730807952,0.12311117730807952,0.07862136275414389,0.07862136275414389,False,0.0
0.332,0.5,0.09,0.3,1,1.153834657640196,1.1603127158491067,1.0372015385410271,1.0816913530949628,0.9585801757868833,0.12311117730807952,0.12311117730807952,0.07862136275414389,0.07862136275414389,False,0.0
0.332,0.5,0.09,0.4,-1,0.8263078788011288,1.1603127158491067,1.0372015385410271,1.2651411995212984,1.142030022213219,0.12311117730807952,0.12311117730807952,0.10482848367219177,0.10482848367219177,False,0.0
0.332,0.5,0.09,0.4,1,1.210202668587497,1.1603127158491067,1.0372015385410271,1.055484232176915,0.9323730548688354,0.12311117730807952,0.12311117730807952,0.10482848367219177,0.10482848367219177,False,0.0
0.332,0.5,0.09,0.5,-1,0.7878206627611359,1.1603127158491067,1.0372015385410271,1.2913483204393463,1.1682371431312668,0.12311117730807952,0.12311117730807952,0.13103560459023966,0.13103560459023966,True,0.0
0.332,0.5,0.09,0.5,1,1.26932441260835,1.1603127158491067,1.0372015385410271,1.029277111258867,0.9061659339507874,0.12311117730807952,0.12311117730807963,0.13103560459023966,0.13103560459023977,True,1.1102230246251565e-16
0.332,0.5,0.09,0.6,-1,0.7511260785433862,1.1603127158491067,1.0372015385410271,1.3175554413573944,1.194444264049315,0.12311117730807952,0.12311117730807952,0.15724272550828777,0.15724272550828777,True,0.0
0.332,0.5,0.09,0.6,1,1.3313344171716686,1.1603127158491067,1.0372015385410271,1.003069990340819,0.8799588130327394,0.12311117730807952,0.12311117730807952,0.15724272550828777,0.15724272550828777,True,0.0
0.332,0.5,0.09,0.7,-1,0.7161406301411333,1.1603127158491067,1.0372015385410271,1.3437625622754423,1.2206513849673628,0.12311117730807952,0.12311117730807952,0.18344984642633566,0.18344984642633566,True,0.0
0.332,0.5,0.09,0.7,1,1.3963737817849062,1.1603127158491067,1.0372015385410271,0.976862869422771,0.8537516921146915,0.12311117730807952,0.12311117730807952,0.18344984642633566,0.18344984642633566,True,0.0
0.332,0.5,0.09,0.8,-1,0.682784710568821,1.1603127158491067,1.0372015385410271,1.3699696831934904,1.246858505885411,0.12311117730807952,0.12311117730807952,0.20965696734438377,0.20965696734438377,True,0.0
0.332,0.5,0.09,0.8,1,1.4645904990562988,1.1603127158491067,1.0372015385410271,0.950655748504723,0.8275445711966435,0.12311117730807952,0.12311117730807952,0.20965696734438366,0.20965696734438366,True,0.0
0.332,0.5,0.09,0.9,-1,0.6509824207218537,1.1603127158491067,1.0372015385410271,1.3961768041115383,1.2730656268034588,0.12311117730807952,0.12311117730807952,0.23586408826243166,0.23586408826243166,True,0.0
0.332,0.5,0.09,0.9,1,1.5361397914418822,1.1603127158491067,1.0372015385410271,0.924448627586675,0.8013374502785955,0.12311117730807952,0.12311117730807952,0.23586408826243166,0.23586408826243166,True,0.0
0.332,0.5,0.09,1.0,-1,0.6206613966733955,1.1603127158491067,1.0372015385410271,1.4223839250295862,1.2992727477215067,0.12311117730807952,0.12311117730807952,0.26207120918047955,0.26207120918047955,True,0.0
0.332,0.5,0.09,1.0,1,1.6111844644435331,1.1603127158491067,1.0372015385410271,0.8982415066686271,0.7751303293605476,0.12311117730807952,0.12311117730807952,0.26207120918047955,0.26207120918047955,True,0.0
0.332,0.5,0.18,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.18,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.18,0.1,-1,0.9557327782234547,1.1603127158491067,1.0372015385410271,1.1879205973678184,1.0648094200597389,0.12311117730807952,0.12311117730807952,0.02760788151871174,0.02760788151871174,False,0.0
0.332,0.5,0.18,0.1,1,1.0463175720088103,1.1603127158491067,1.0372015385410271,1.132704834330395,1.0095936570223154,0.12311117730807952,0.12311117730807952,0.02760788151871174,0.02760788151871174,False,0.0
0.332,0.5,0.18,0.2,-1,0.9134251433707233,1.1603127158491067,1.0372015385410271,1.21552847888653,1.0924173015784504,0.12311117730807952,0.12311117730807952,0.05521576303742326,0.05521576303742326,False,0.0
0.332,0.5,0.18,0.2,1,1.094780461494412,1.1603127158491067,1.0372015385410271,1.1050969528116834,0.9819857755036039,0.12311117730807952,0.12311117730807952,0.05521576303742326,0.05521576303742326,False,0.0
0.332,0.5,0.18,0.3,-1,0.8729903499728588,1.1603127158491067,1.0372015385410271,1.2431363604052417,1.1200251830971621,0.12311117730807952,0.12311117730807952,0.082823644556135,0.082823644556135,False,0.0
0.332,0.5,0.18,0.3,1,1.145488034353518,1.1603127158491067,1.0372015385410271,1.0774890712929717,0.9543778939848923,0.12311117730807952,0.12311117730807941,0.082823644556135,0.08282364455613489,False,-1.1102230246251565e-16
0.332,0.5,0.18,0.4,-1,0.8343454925418265,1.1603127158491067,1.0372015385410271,1.2707442419239532,1.1476330646158737,0.12311117730807952,0.12311117730807952,0.11043152607484652,0.11043152607484652,False,0.0
0.332,0.5,0.18,0.4,1,1.1985442588699178,1.1603127158491067,1.0372015385410271,1.0498811897742601,0.9267700124661806,0.12311117730807952,0.12311117730807952,0.11043152607484652,0.11043152607484652,False,0.0
0.332,0.5,0.18,0.5,-1,0.7974113355852166,1.1603127158491067,1.0372015385410271,1.298352123442665,1.1752409461345854,0.12311117730807952,0.12311117730807952,0.13803940759355826,0.13803940759355826,True,0.0
0.332,0.5,0.18,0.5,1,1.2540579188858716,1.1603127158491067,1.0372015385410271,1.0222733082555484,0.899162130947469,0.12311117730807952,0.12311117730807941,0.13803940759355826,0.13803940759355815,True,-1.1102230246251565e-16
0.332,0.5,0.18,0.6,-1,0.7621121511457347,1.1603127158491067,1.0372015385410271,1.3259600049613764,1.202848827653297,0.12311117730807952,0.12311117730807952,0.16564728911226978,0.16564728911226978,True,0.0
0.332,0.5,0.18,0.6,1,1.3121428368470867,1.1603127158491067,1.0372015385410271,0.9946654267368369,0.8715542494287574,0.12311117730807952,0.12311117730807952,0.16564728911226978,0.16564728911226978,True,0.0
0.332,0.5,0.18,0.7,-1,0.7283755635323664,1.1603127158491067,1.0372015385410271,1.3535678864800882,1.2304567091720087,0.12311117730807952,0.12311117730807952,0.19325517063098152,0.19325517063098152,True,0.0
0.332,0.5,0.18,0.7,1,1.3729181071785963,1.1603127158491067,1.0372015385410271,0.9670575452181253,0.8439463679100457,0.12311117730807952,0.12311117730807952,0.1932551706309814,0.1932551706309814,True,0.0
0.332,0.5,0.18,0.8,-1,0.6961324009248631,1.1603127158491067,1.0372015385410271,1.3811757679987997,1.2580645906907202,0.12311117730807952,0.12311117730807952,0.22086305214969304,0.22086305214969304,True,0.0
0.332,0.5,0.18,0.8,1,1.4365083404700405,1.1603127158491067,1.0372015385410271,0.9394496636994136,0.8163384863913341,0.12311117730807952,0.12311117730807952,0.22086305214969304,0.22086305214969304,True,0.0
0.332,0.5,0.18,0.9,-1,0.6653165535472833,1.1603127158491067,1.0372015385410271,1.4087836495175114,1.285672472209432,0.12311117730807952,0.12311117730807952,0.24847093366840478,0.24847093366840478,True,0.0
0.332,0.5,0.18,0.9,1,1.5030439189710183,1.1603127158491067,1.0372015385410271,0.9118417821807019,0.7887306048726224,0.12311117730807952,0.12311117730807952,0.24847093366840478,0.24847093366840478,True,0.0
0.332,0.5,0.18,1.0,-1,0.6358648381197989,1.1603127158491067,1.0372015385410271,1.436391531036223,1.3132803537281434,0.12311117730807952,0.12311117730807952,0.2760788151871163,0.2760788151871163,True,0.0
0.332,0.5,0.18,1.0,1,1.572661263920363,1.1603127158491067,1.0372015385410271,0.8842339006619904,0.7611227233539108,0.12311117730807952,0.12311117730807952,0.2760788151871163,0.2760788151871163,True,0.0
0.332,0.5,0.27,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.27,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.27,0.1,-1,0.9581796248664459,1.1603127158491067,1.0372015385410271,1.1895730026481393,1.0664618253400597,0.12311117730807952,0.12311117730807952,0.029260286799032587,0.029260286799032587,False,0.0
0.332,0.5,0.27,0.1,1,1.0436456527025224,1.1603127158491067,1.0372015385410271,1.131052429050074,1.0079412517419946,0.12311117730807952,0.12311117730807952,0.029260286799032587,0.029260286799032587,False,0.0
0.332,0.5,0.27,0.2,-1,0.918108193509203,1.1603127158491067,1.0372015385410271,1.218833289447172,1.0957221121390925,0.12311117730807952,0.12311117730807952,0.058520573598065395,0.058520573598065395,False,0.0
0.332,0.5,0.27,0.2,1,1.0891962484048738,1.1603127158491067,1.0372015385410271,1.1017921422510413,0.9786809649429619,0.12311117730807952,0.12311117730807941,0.058520573598065395,0.058520573598065284,False,-1.1102230246251565e-16
0.332,0.5,0.27,0.3,-1,0.8797125644434586,1.1603127158491067,1.0372015385410271,1.2480935762462047,1.1249823989381251,0.12311117730807952,0.12311117730807952,0.08778086039709798,0.08778086039709798,False,0.0
0.332,0.5,0.27,0.3,1,1.1367349295876432,1.1603127158491067,1.0372015385410271,1.0725318554520087,0.9494206781439292,0.12311117730807952,0.12311117730807952,0.08778086039709798,0.08778086039709798,False,0.0
0.332,0.5,0.27,0.4,-1,0.8429226549887323,1.1603127158491067,1.0372015385410271,1.2773538630452372,1.1542426857371577,0.12311117730807952,0.12311117730807952,0.11704114719613057,0.11704114719613057,False,0.0
0.332,0.5,0.27,0.4,1,1.1863484675392517,1.1603127158491067,1.0372015385410271,1.043271568652976,0.9201603913448966,0.12311117730807952,0.12311117730807952,0.11704114719613057,0.11704114719613057,False,0.0
0.332,0.5,0.27,0.5,-1,0.8076713133485321,1.1603127158491067,1.0372015385410271,1.3066141498442698,1.1835029725361903,0.12311117730807952,0.12311117730807952,0.14630143399516315,0.14630143399516315,True,0.0
0.332,0.5,0.27,0.5,1,1.2381274207376396,1.1603127158491067,1.0372015385410271,1.0140112818539435,0.890900104545864,0.12311117730807952,0.12311117730807952,0.14630143399516315,0.14630143399516315,True,0.0
0.332,0.5,0.27,0.6,-1,0.7738941960396862,1.1603127158491067,1.0372015385410271,1.3358744366433024,1.2127632593352229,0.12311117730807952,0.12311117730807952,0.17556172079419574,0.17556172079419574,True,0.0
0.332,0.5,0.27,0.6,1,1.2921663001446244,1.1603127158491067,1.0372015385410271,0.9847509950549108,0.8616398177468313,0.12311117730807952,0.12311117730807952,0.17556172079419585,0.17556172079419585,True,0.0
0.332,0.5,0.27,0.7,-1,0.7415296504476264,1.1603127158491067,1.0372015385410271,1.3651347234423352,1.2420235461342557,0.12311117730807952,0.12311117730807952,0.20482200759322855,0.20482200759322855,True,0.0
0.332,0.5,0.27,0.7,1,1.3485637417146399,1.1603127158491067,1.0372015385410271,0.9554907082558782,0.8323795309477987,0.12311117730807952,0.12311117730807952,0.20482200759322844,0.20482200759322844,True,0.0
0.332,0.5,0.27,0.8,-1,0.7105186022932534,1.1603127158491067,1.0372015385410271,1.3943950102413678,1.2712838329332883,0.12311117730807952,0.12311117730807952,0.23408229439226114,0.23408229439226114,True,0.0
0.332,0.5,0.27,0.8,1,1.407422686432731,1.1603127158491067,1.0372015385410271,0.9262304214568455,0.803119244148766,0.12311117730807952,0.12311117730807952,0.23408229439226114,0.23408229439226114,True,0.0
0.332,0.5,0.27,0.9,-1,0.680804447805981,1.1603127158491067,1.0372015385410271,1.4236552970404004,1.3005441197323209,0.12311117730807952,0.12311117730807952,0.2633425811912937,0.2633425811912937,True,0.0
0.332,0.5,0.27,0.9,1,1.4688505682104251,1.1603127158491067,1.0372015385410271,0.896970134657813,0.7738589573497334,0.12311117730807952,0.12311117730807952,0.2633425811912937,0.2633425811912937,True,0.0
0.332,0.5,0.27,1.0,-1,0.6523329504061428,1.1603127158491067,1.0372015385410271,1.4529155838394332,1.3298044065313537,0.12311117730807952,0.12311117730807952,0.29260286799032653,0.29260286799032653,True,0.0
0.332,0.5,0.27,1.0,1,1.53295950998244,1.1603127158491067,1.0372015385410271,0.8677098478587802,0.7445986705507007,0.12311117730807952,0.12311117730807952,0.2926028679903264,0.2926028679903264,True,0.0
0.332,0.5,0.36,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.36,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.36,0.1,-1,0.9607894391523232,1.1603127158491067,1.0372015385410271,1.1915627158491067,1.0684515385410271,0.12311117730807952,0.12311117730807952,0.03125,0.03125,False,0.0
0.332,0.5,0.36,0.1,1,1.0408107741923882,1.1603127158491067,1.0372015385410271,1.1290627158491067,1.0059515385410271,0.12311117730807952,0.12311117730807952,0.03125,0.03125,False,0.0
0.332,0.5,0.36,0.2,-1,0.9231163463866358,1.1603127158491067,1.0372015385410271,1.2228127158491067,1.0997015385410271,0.12311117730807952,0.12311117730807952,0.0625,0.0625,False,0.0
0.332,0.5,0.36,0.2,1,1.0832870676749586,1.1603127158491067,1.0372015385410271,1.0978127158491067,0.9747015385410271,0.12311117730807952,0.12311117730807952,0.0625,0.0625,False,0.0
0.332,0.5,0.36,0.3,-1,0.8869204367171575,1.1603127158491067,1.0372015385410271,1.2540627158491067,1.1309515385410271,0.12311117730807952,0.12311117730807952,0.09375,0.09375,False,0.0
0.332,0.5,0.36,0.3,1,1.1274968515793757,1.1603127158491067,1.0372015385410271,1.0665627158491067,0.9434515385410271,0.12311117730807952,0.12311117730807952,0.09375,0.09375,False,0.0
0.332,0.5,0.36,0.4,-1,0.8521437889662113,1.1603127158491067,1.0372015385410271,1.2853127158491067,1.1622015385410271,0.12311117730807952,0.12311117730807952,0.125,0.125,True,0.0
0.332,0.5,0.36,0.4,1,1.1735108709918103,1.1603127158491067,1.0372015385410271,1.0353127158491067,0.9122015385410271,0.12311117730807952,0.12311117730807952,0.125,0.125,True,0.0
0.332,0.5,0.36,0.5,-1,0.8187307530779818,1.1603127158491067,1.0372015385410271,1.3165627158491067,1.1934515385410271,0.12311117730807952,0.12311117730807952,0.15625,0.15625,True,0.0
0.332,0.5,0.36,0.5,1,1.2214027581601699,1.1603127158491067,1.0372015385410271,1.0040627158491067,0.8809515385410271,0.12311117730807952,0.12311117730807952,0.15625,0.15625,True,0.0
0.332,0.5,0.36,0.6,-1,0.7866278610665535,1.1603127158491067,1.0372015385410271,1.3478127158491067,1.2247015385410271,0.12311117730807952,0.12311117730807952,0.1875,0.1875,True,0.0
0.332,0.5,0.36,0.6,1,1.2712491503214047,1.1603127158491067,1.0372015385410271,0.9728127158491067,0.8497015385410271,0.12311117730807952,0.12311117730807952,0.1875,0.1875,True,0.0
0.332,0.5,0.36,0.7,-1,0.7557837414557255,1.1603127158491067,1.0372015385410271,1.3790627158491067,1.2559515385410271,0.12311117730807952,0.12311117730807952,0.21875,0.21875,True,0.0
0.332,0.5,0.36,0.7,1,1.3231298123374369,1.1603127158491067,1.0372015385410271,0.9415627158491067,0.8184515385410271,0.12311117730807952,0.12311117730807952,0.21875,0.21875,True,0.0
0.332,0.5,0.36,0.8,-1,0.7261490370736908,1.1603127158491067,1.0372015385410271,1.4103127158491067,1.2872015385410271,0.12311117730807952,0.12311117730807952,0.25,0.25,True,0.0
0.332,0.5,0.36,0.8,1,1.3771277643359572,1.1603127158491067,1.0372015385410271,0.9103127158491067,0.7872015385410271,0.12311117730807952,0.12311117730807952,0.25,0.25,True,0.0
0.332,0.5,0.36,0.9,-1,0.697676326071031,1.1603127158491067,1.0372015385410271,1.4415627158491067,1.3184515385410271,0.12311117730807952,0.12311117730807952,0.28125,0.28125,True,0.0
0.332,0.5,0.36,0.9,1,1.4333294145603404,1.1603127158491067,1.0372015385410271,0.8790627158491067,0.7559515385410271,0.12311117730807952,0.12311117730807952,0.28125,0.28125,True,0.0
0.332,0.5,0.36,1.0,-1,0.6703200460356393,1.1603127158491067,1.0372015385410271,1.4728127158491067,1.3497015385410271,0.12311117730807952,0.12311117730807952,0.3125,0.3125,True,0.0
0.332,0.5,0.36,1.0,1,1.4918246976412703,1.1603127158491067,1.0372015385410271,0.8478127158491067,0.7247015385410271,0.12311117730807952,0.12311117730807952,0.3125,0.3125,True,0.0
0.332,0.5,0.45,0.0,-1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.45,0.0,1,1.0,1.1603127158491067,1.0372015385410271,1.1603127158491067,1.0372015385410271,0.12311117730807952,0.12311117730807952,0.0,0.0,False,0.0
0.332,0.5,0.45,0.1,-1,0.963598088032503,1.1603127158491067,1.0372015385410271,1.1940227089722688,1.0709115316641893,0.12311117730807952,0.12311117730807952,0.03370999312316214,0.03370999312316214,False,0.0
0.332,0.5,0.45,0.1,1,1.0377770695268016,1.1603127158491067,1.0372015385410271,1.1266027227259445,1.003491545417865,0.12311117730807952,0.12311117730807952,0.03370999312316214,0.03370999312316214,False,0.0
0.332,0.5,0.45,0.2,-1,0.9285212752598954,1.1603127158491067,1.0372015385410271,1.227732702095431,1.1046215247873514,0.12311117730807952,0.12311117730807952,0.06741998624632428,0.06741998624632428,False,0.0
0.332,0.5,0.45,0.2,1,1.076981246035636,1.1603127158491067,1.0372015385410271,1.0928927296027824,0.969781552294703,0.12311117730807952,0.12311117730807941,0.06741998624632428,0.06741998624632417,False,-1.1102230246251565e-16
0.332,0.5,0.45,0.3,-1,0.8947213255379366,1.1603127158491067,1.0372015385410271,1.261442695218593,1.1383315179105136,0.12311117730807952,0.12311117730807952,0.10112997936948642,0.10112997936948642,False,0.0
0.332,0.5,0.45,0.3,1,1.1176664414461859,1.1603127158491067,1.0372015385410271,1.0591827364796202,0.9360715591715408,0.12311117730807952,0.12311117730807941,0.10112997936948642,0.10112997936948631,False,-1.1102230246251565e-16
0.332,0.5,0.45,0.4,-1,0.8621517586102624,1.1603127158491067,1.0372015385410271,1.295152688341755,1.1720415110336755,0.12311117730807952,0.12311117730807952,0.13483997249264834,0.13483997249264834,True,0.0
0.332,0.5,0.45,0.4,1,1.1598886043124714,1.1603127158491067,1.0372015385410271,1.0254727433564583,0.9023615660483787,0.12311117730807952,0.12311117730807963,0.13483997249264834,0.13483997249264845,True,1.1102230246251565e-16
0.332,0.5,0.45,0.5,-1,0.8307677861907089,1.1603127158491067,1.0372015385410271,1.3288626814649172,1.2057515041568376,0.12311117730807952,0.12311117730807952,0.16854996561581048,0.16854996561581048,True,0.0
0.332,0.5,0.45,0.5,1,1.2037057967609286,1.1603127158491067,1.0372015385410271,0.9917627502332962,0.8686515729252167,0.12311117730807952,0.12311117730807952,0.16854996561581048,0.16854996561581048,True,0.0
0.332,0.5,0.45,0.6,-1,0.8005262503723624,1.1603127158491067,1.0372015385410271,1.3625726745880793,1.2394614972799998,0.12311117730807952,0.12311117730807952,0.20225995873897262,0.20225995873897262,True,0.0
