protocol,scenario,architecture,needs_p10,needs_median,needs_p90,ecology_p10,ecology_median,ecology_p90,rights_p10,rights_median,rights_p90,democracy_p10,democracy_median,democracy_p90,recovery_p10,recovery_median,recovery_p90,administrative_burden_p10,administrative_burden_median,administrative_burden_p90,capture_p10,capture_median,capture_p90,coercive_concentration_p10,coercive_concentration_median,coercive_concentration_p90,joint_pass_rate,catastrophic_rate
base,water_coordination,cct_v08,77.93119876949889,83.45127529633965,88.99160408177852,82.94093006651057,88.62677050056271,93.36698351310007,85.99601066625246,90.52144349040827,94.89933192541746,85.1554738648002,90.03658351552514,94.33684349834698,78.55109715943482,82.92712092115977,87.01519407761813,31.454962332939793,40.75666365102066,50.60923839662553,4.72748859306873,9.59605493902773,14.773565265856547,2.017508930042454,5.8103209867051415,10.083123276945328,0.9983333333333333,0.0
base,water_coordination,cct_v01,66.6582139390906,72.59988966465883,78.4044480672149,85.32480303189689,90.1286306590814,94.25253087805328,83.42937576634658,88.00447595669033,92.23897663810746,84.93996697815821,89.34174916720664,93.33060276491062,72.68698158891496,77.00675281124455,81.31711954619765,48.26890878533897,58.13167550911241,67.1419504400744,3.806078703038282,8.57114348195176,14.008003606300651,0.6592409750013659,3.969884679040237,7.803241225284195,0.7126666666666667,0.0
base,water_coordination,central_state,88.3114685626114,93.05211148900408,97.54232814527559,80.47770802906365,86.46303444347475,91.805784925828,68.92601317516596,75.27812468905601,81.43173114562012,66.58501325944083,73.00803416835856,79.49772586766021,78.8527985883475,83.00396333506902,87.10184846556594,15.955987037917858,23.84180973459739,32.501058501224385,14.288426209530789,19.833402877331217,25.652753915147766,13.273997388783675,19.092523803845562,24.773413980757333,0.845,0.0
base,water_coordination,market_federation,88.80563911699127,93.47470309739066,97.98410443931185,69.21963552796286,75.54726251688021,82.02479445889972,78.32782896367135,83.90797129487723,89.08179928558508,77.13226599655205,83.20196249275888,88.68036836853778,80.38794523689859,84.62271876663152,88.56909682260039,14.260483832005564,21.53349906454649,30.102052461674,8.737409175310969,13.881330865268321,19.63143730590354,6.6472347019092135,11.528266523570853,16.930382108814705,0.8763333333333333,0.0
base,administrative_capture,cct_v08,87.44247794998473,90.77937648546126,94.04751591591659,86.46237960168385,90.7980714639002,94.64178339877614,83.02950239760335,87.0035052524691,90.68370123154006,78.84643619020532,83.4657378319327,87.63142618942479,100.0,100.0,100.0,14.59993972815509,19.794546162094726,25.383562356481892,11.544563730786361,16.49024302577405,21.774587187962993,2.875283584345933,7.022420275268653,11.7438648827733,1.0,0.0
base,administrative_capture,cct_v01,83.02343432646724,86.46579756029365,89.92344723379539,86.70552837568962,90.42701591029767,94.0750073516222,76.72665178049382,80.869512799209,84.71530358119327,70.63708437440204,75.36007028690608,80.09108719164854,98.39520077420926,100.0,100.0,22.666359402838026,28.073672294958598,33.84413177262399,19.39115075386245,24.627006555157468,30.26692268901379,2.6378763650231534,6.568175938985378,10.966156829788815,0.9966666666666667,0.0
base,administrative_capture,central_state,81.20730301083005,84.68671585942988,88.12321731657057,77.59224107103167,82.45558117163975,86.89405206432009,71.99664394444918,76.3553488291636,80.68107403457189,64.35247713817397,69.36986894224341,74.29318806239614,89.15965402812125,93.81937618433838,98.20743702325822,7.136214115253676,11.69859479041744,16.363455535255245,32.855857732503736,38.66184195662306,44.97208865282365,10.403147542322314,15.105671327797719,19.98516664780275,0.8566666666666667,0.0
base,administrative_capture,market_federation,84.43150319827865,87.92570507625628,91.39560507731717,72.872300897003,77.97491602260234,82.69311494020215,77.18648888576459,81.4654489948461,85.60712582231628,70.84875966075585,75.9352753503432,80.74966787206714,97.95341902358143,100.0,100.0,5.916435317864942,10.42478391035787,15.37429213542797,23.94149596406769,29.950461657652447,36.21449779389971,6.2849264496276644,10.547198775047377,15.25402610897562,0.9743333333333334,0.0
base,planning_gaming,cct_v08,62.632923615462964,69.54649771317536,75.6837761420136,83.94310524523615,89.7952684355227,94.65522935782083,87.2150063724606,90.9089707262411,94.45054480820087,85.42545319565696,89.8705862279981,93.91595203699043,73.84358760934444,79.25177543161249,84.20658012089905,14.416390347661373,20.772337490206638,27.765080369209475,7.128188474452737,13.440137019101456,20.66096553788116,1.444811737928719,4.755557384548714,8.468399817424938,0.4653333333333333,0.0
base,planning_gaming,cct_v01,50.00700830485666,57.24231608495725,64.03150720529511,87.4074168586281,92.4741660869576,96.52631799494141,81.98272903928058,86.05743470556916,89.86590948871473,84.26090726407928,88.69802191333096,92.89721024036541,65.71554283821257,71.37062925966524,76.82920623738099,24.258803356633052,30.895392535034002,37.22076235087467,11.537677029066414,18.250332724994323,26.36247406432399,0.8715305994001756,4.469594573380065,7.94607126946142,0.0036666666666666666,0.0003333333333333333
base,planning_gaming,central_state,47.5987878148013,54.446649592143444,61.37539885302264,76.21122306639045,82.98207625763519,88.43106415828923,84.28317530711576,87.9432938810015,91.39733390632986,73.538014296109,78.30210057843209,83.1304889581668,72.42120302389996,77.72577215886864,82.63903840060968,12.983536847929594,18.884545996164064,25.38272948433887,22.643476109277746,30.71282989680403,38.64160778851477,6.18078935197511,9.887458756631435,13.680038867142258,0.001,0.004666666666666667
base,planning_gaming,market_federation,60.32780902846327,67.54141912121014,74.29990999871966,62.797737278168356,69.9809258104417,77.72699670759374,82.93881304391483,87.7908136484574,91.9165971273854,80.38576239003075,84.89932891633364,89.21264440943744,78.47580100184399,83.38322092463412,88.15261571704391,6.240823084160016,11.015264623052918,16.62593833765865,14.313309650497063,21.31314328242478,28.55482633122942,3.543362118775675,6.998477211377704,10.70378137460652,0.191,0.0
base,local_tyranny,cct_v08,93.55451412731976,96.52015620141688,99.51822053886045,92.98831614757002,96.53087586966387,99.83431056357315,80.08993894158753,85.35834939840964,90.2289402600505,85.93437152915236,89.89638109053632,93.84034983011722,80.00759265677243,84.61742544365472,89.14438830111098,9.867607614550522,15.187060571317573,20.941768764660445,7.917768768415996,12.558322802683684,17.381199726791397,0.0,2.2104033245817716,5.444146426409115,1.0,0.0
base,local_tyranny,cct_v01,91.94716667324114,95.10164211192108,98.21129706417207,94.70977130044409,97.98974212267494,100.0,73.47160863030237,79.20390980570437,84.4240340721002,81.33633090899707,85.74742207987143,89.88200005363365,70.81387548068079,75.73984623486797,80.42589324570785,16.991735853770894,22.61370325892099,28.243567977869215,14.069895024409629,19.302701289854568,25.09901111737593,0.0,1.4357946266112784,4.4765147169566255,0.9766666666666667,0.0
base,local_tyranny,central_state,92.69146267737759,95.75523545586428,98.74912212697474,91.22179542575229,94.98171218273016,98.34396244517339,73.16389745236019,78.62814746657347,83.99106335903437,80.49544025125913,84.97416056945646,89.1296918499849,75.91150435737161,80.59398491942214,85.39656038702806,5.780304930620096,10.764926805753793,16.469670740231017,2.857960914253253,7.051174755584926,12.252036237141496,9.144341526081822,13.886089180609854,19.010576968103813,0.9776666666666667,0.0
base,local_tyranny,market_federation,91.51387440695443,94.54397022924607,97.64301945615296,85.91535442003061,89.79145903008225,93.62617271208066,70.98239866303257,76.91526688616135,82.42508273840251,79.79026374623986,84.0943251316927,88.55169406742202,83.14009525418483,87.72589175571878,91.82229487685333,1.608338551593162,5.627087655935202,10.459633763145513,15.744253137748899,21.176370887794704,26.80442593505506,0.0,2.0784191906391776,5.3572090368947425,0.9283333333333333,0.0
base,external_attack,cct_v08,61.25675598218773,67.9485939386268,74.13853399452582,83.5926741332972,87.87560480027308,91.78721395097878,80.04764368923419,85.4323753564556,89.99535634835556,83.32974143101715,88.93836525547746,93.74748238714916,76.06019438781007,81.35552138164859,86.63461328904873,8.481768413982508,13.558786451822634,19.119515193757636,3.9804709317605234,8.366823471719414,13.36299041332478,2.7493376244133585,7.255313304274381,12.820900794435563,0.33766666666666667,0.0
base,external_attack,cct_v01,51.03899469441025,57.86408866712543,64.24720429774443,83.30085738588276,87.04419828385286,90.78859054539993,80.07123157770832,84.56498536906845,88.61815662788476,85.73524654298308,90.74830323206756,95.07289721801602,70.77947471973165,76.32116760017544,81.49227470271225,12.935550252711087,18.517788893465287,23.934625041857213,6.163222626087989,10.999531634532147,15.996952903423827,1.571791032641201,5.629378093024739,10.3779104570824,0.008,0.0003333333333333333
base,external_attack,central_state,66.07378335338925,72.09063019864115,77.82466975173944,84.24680085287494,88.66923959866062,92.60119992257913,54.48764788187899,62.990860659387465,71.49954052624018,52.75809786976073,61.01604084471299,69.53237708140608,62.0607662046339,67.8607938135431,73.55349461347319,1.7311292890747167,5.967715997114729,10.68653386909571,13.360625238073682,18.504435338194128,23.537871422268182,23.522067600037115,32.170971840459245,40.76595117087226,0.104,0.0013333333333333333
base,external_attack,market_federation,61.863796963503106,68.18713667698475,74.58688774641593,75.38843892657644,79.90444802838451,84.87289968967926,74.08637715697341,80.37897919582501,86.05771796771633,75.03189835808058,81.7903670769877,87.66832320269232,74.40479089479025,80.07027672112946,85.27202447547455,4.81891399765524,9.571047254683542,14.692325902113158,9.221110689743648,14.353024754678906,19.55912233069303,6.787274599834073,12.519629491546713,19.189976954166987,0.34833333333333333,0.0
base,transition_sabotage,cct_v08,53.41835377535971,60.68669430690376,67.82652758164286,82.616000021985,88.20306567083043,92.9577160665686,83.08965354433737,87.75131136020923,91.56778879729552,81.50123068615243,86.92716758983826,91.7547408499921,70.7587515389952,76.4409040019334,81.95569762953136,11.844410282646145,18.268748540922942,24.950786764973778,10.724961549038106,15.843867967700406,21.870673752297787,2.3605494177493664,6.165782320405734,10.643643141027669,0.044,0.0003333333333333333
base,transition_sabotage,cct_v01,44.32115666633879,51.65188423518956,59.29574977215699,85.00355663443132,89.91301729391671,93.95318226578742,80.67096161515882,85.38655169079021,89.71656835255348,75.925596919031,81.3481525880103,86.47571212860662,61.99714325916251,68.46071694638727,74.20868381309809,18.233294115247286,24.972354099309392,31.593373826000466,8.946036398088745,13.763142273183933,19.299464293480995,2.2676971255136023,6.1810505138605665,10.621981913759797,0.0016666666666666668,0.023
base,transition_sabotage,central_state,67.19886819579195,73.60450689431866,79.77768709558583,79.5107762238575,85.47409783945658,90.96442414127674,68.50069406967886,74.55627468944607,80.79172396779747,59.48597665660685,66.65650621114926,73.49308353269674,64.48928978022568,70.27898551158744,76.29451983860419,2.902009925185726,7.748694048199976,13.787984993862239,9.030413278367801,14.582372346890121,20.34105404542977,14.24625679337362,20.2802321477203,26.298848329564446,0.42,0.0
base,transition_sabotage,market_federation,43.42968353415562,50.664439279029594,57.2394140332989,67.52405411419403,73.67182401421833,79.98667229620287,87.45625003360134,91.15020703492246,94.61132066259319,84.98619506358584,89.41449343341512,93.65446934686153,70.12547875263766,76.17683168861237,81.69882611263269,6.75075302356413,12.558629853426705,18.840673682178025,28.231896461717245,34.06300286100124,40.02444253763369,0.0,2.7807210248505276,6.388976944651999,0.0,0.03166666666666667
base,institutional_complexity,cct_v08,85.10052264435946,88.8129610178826,92.38878149980526,89.66503487069266,93.12186966741011,96.56555981986601,74.2236438855715,79.38709434334449,83.9651114062582,69.00351423860879,74.81415333535207,80.27893822682405,97.04782433913255,100.0,100.0,20.859851843928432,26.734699814878624,33.20501570198395,11.058160906826034,15.472531337653777,20.13114961023157,1.5245869184236467,4.957849681838984,8.577817321483062,0.9826666666666667,0.0
base,institutional_complexity,cct_v01,78.31393335376531,82.39366117888093,86.28032828393619,88.99506739294377,92.36906351422178,95.52292762235766,61.21226865804102,66.58134956534514,72.16244784633662,52.61817856767263,59.2083417755472,65.48733681280028,87.8763503357653,92.63826740507545,97.5951859664112,34.829575298101226,42.21988177418342,48.916588003682804,23.30112023427712,28.158441028377695,32.938627617442535,0.947194270791046,4.5399178140020116,8.079345905779885,0.09233333333333334,0.0
