critical_ratio,resonance_ratio,gradient_ratio,energy_ratio,radial_ratio,radial_sign_agrees,lambda_critical_sd,lambda_critical_maxwell,cancellation_gap
0.31,0.528125,1.375,0.8237928853458055,1.41417469706364,True,-0.868424800121469,-1.4907926500467485,0.6223678499252795
0.31,0.528125,1.5,0.8237928853458055,1.4866679851705555,True,-0.8450730354572927,-1.525071470382851,0.6799984349255582
0.31,0.528125,1.625,0.8237928853458055,1.562573509190238,True,-0.8229442338860347,-1.5609637838415942,0.7380195499555595
0.31,0.528125,1.75,0.8237928853458055,1.6421379950597381,True,-0.8019447746156602,-1.5985862560383655,0.7966414814227053
0.31,0.528125,1.875,0.8237928853458055,1.7256325426095631,True,-0.7819903549450219,-1.6380670779081568,0.8560767229631349
0.31,0.528125,2.0,0.8237928853458055,1.8133557116325365,True,-0.7630048591209091,-1.6795474249689384,0.9165425658480293
0.31,0.5375,0.0,0.8012132377095573,0.7881797911514858,True,-1.2585532932505945,-1.2380802327517955,0.020473060498799045
0.31,0.5375,0.125,0.8012132377095573,0.8345422228684827,True,-1.207336097752732,-1.2575590408968924,0.050222943144160315
0.31,0.5375,0.25,0.8012132377095573,0.8823868207709439,True,-1.1601244912297333,-1.2776605694148557,0.11753607818512246
0.31,0.5375,0.375,0.8012132377095573,0.93178581474688,True,-1.116466254232478,-1.298415165120527,0.181948910888049
0.31,0.5375,0.5,0.8012132377095573,0.9828162054536503,True,-1.0759747708578067,-1.3198551792296682,0.24388040837186153
0.31,0.5375,0.625,0.8012132377095573,1.0355601648166024,True,-1.038317548705628,-1.3420151356252918,0.30369758691966386
0.31,0.5375,0.75,0.8012132377095573,1.0901054775621508,True,-1.0032070680068548,-1.3649319163642826,0.3617248483574278
0.31,0.5375,0.875,0.8012132377095573,1.1465460287755496,True,-0.9703934266324338,-1.3886449665209306,0.41825153988849684
0.31,0.5375,1.0,0.8012132377095573,1.2049823431794506,True,-0.9396583828198165,-1.4131965207605424,0.47353813794072586
0.31,0.5375,1.125,0.8012132377095573,1.2655221826494996,True,-0.9108104952434883,-1.4386318543808823,0.5278213591373939
0.31,0.5375,1.25,0.8012132377095573,1.3282812094386802,True,-0.8836811316314421,-1.4649995619606226,0.5813184303291805
0.31,0.5375,1.375,0.8012132377095573,1.3933837236981257,True,-0.8581211700723007,-1.4923518672228648,0.6342306971505641
0.31,0.5375,1.5,0.8012132377095573,1.4609634851892088,True,-0.8339982567059819,-1.5207449682709624,0.6867467115649805
0.31,0.5375,1.625,0.8012132377095573,1.5311646306169944,True,-0.8111945133068017,-1.5502394229988963,0.7390449096920946
0.31,0.5375,1.75,0.8012132377095573,1.604142699823669,True,-0.7896046109419602,-1.5809005802383098,0.7912959692963496
0.31,0.5375,1.875,0.8012132377095573,1.6800657862175383,True,-0.7691341432719853,-1.612799063102133,0.8436649198301477
0.31,0.5375,2.0,0.8012132377095573,1.759115829346209,True,-0.7496982464897988,-1.6460113120489568,0.896313065559158
0.31,0.546875,0.0,0.7802199369679486,0.7880705252929402,True,-1.268878247150675,-1.2816457249872817,0.0127674778366067
0.31,0.546875,0.125,0.7802199369679486,0.8343094234906868,True,-1.2142341949319615,-1.2984121311911299,0.08417793625916836
0.31,0.546875,0.25,0.7802199369679486,0.8817741463787249,True,-1.1641023030966493,-1.315623026245128,0.15152072314847875
0.31,0.546875,0.375,0.7802199369679486,0.9305140949555176,True,-1.117945852560009,-1.333296323145464,0.21535047058545498
0.31,0.546875,0.5,0.7802199369679486,0.9805813608584436,True,-1.0753100011014514,-1.3514509105245687,0.2761409094231173
0.31,0.546875,0.625,0.7802199369679486,1.0320309120754887,True,-1.03580674396745,-1.370106719990909,0.33429997602345884
0.31,0.546875,0.75,0.7802199369679486,1.0849207942539427,True,-0.9991030719884815,-1.3892847991243091,0.39018172713582766
0.31,0.546875,0.875,0.7802199369679486,1.1393123491560289,True,-0.9649115612281078,-1.4090073906888227,0.4440958294607149
0.31,0.546875,1.0,0.7802199369679486,1.1952704519899593,True,-0.932982830951818,-1.429298018689905,0.4963151877380869
0.31,0.546875,1.125,0.7802199369679486,1.2528637695469442,True,-0.9030994510205015,-1.4501815819759063,0.5470821309554048
0.31,0.546875,1.25,0.7802199369679486,1.312165041303685,True,-0.8750709838195848,-1.4716844561669429,0.5966134723473581
0.31,0.546875,1.375,0.7802199369679486,1.373251385909913,True,-0.848729921664225,-1.4938346047884807,0.6451046831242557
0.31,0.546875,1.5,0.7802199369679486,1.4362046357763083,True,-0.8239283365073604,-1.5166617005942318,0.6927333640868714
0.31,0.546875,1.625,0.7802199369679486,1.5011117028152305,True,-0.8005351003831067,-1.5401972581851782,0.7396621578020715
0.31,0.546875,1.75,0.7802199369679486,1.5680649787716139,True,-0.7784335662856654,-1.5644747791711293,0.7860412128854639
0.31,0.546875,1.875,0.7802199369679486,1.6371627740217596,True,-0.7575196228910593,-1.589529911280889,0.8320102883898296
0.31,0.546875,2.0,0.7802199369679486,1.708509799222673,True,-0.7377000546537307,-1.6154006230101965,0.8777005683564658
0.31,0.55625,0.0,0.7607355881445607,0.7888712976997252,True,-1.2786729535015036,-1.3259645110366378,0.047291557535134254
0.31,0.55625,0.125,0.7607355881445607,0.8348973169990637,True,-1.2207466101119888,-1.339753372132928,0.11900676202093918
0.31,0.55625,0.25,0.7607355881445607,0.8818906555547265,True,-1.167841160069171,-1.3538320308494396,0.18599087078026866
0.31,0.55625,0.375,0.7607355881445607,0.9298821321434664,True,-1.11933092396554,-1.3682097201339332,0.24887879616839315
0.31,0.55625,0.5,0.7607355881445607,0.9789038887757809,True,-1.0746900351808404,-1.3828960693596382,0.30820603417879777
0.31,0.55625,0.625,0.7607355881445607,1.0289894624843778,True,-1.0334732996783056,-1.3979011258322445,0.36442782615393887
0.31,0.55625,0.75,0.7607355881445607,1.0801738618375332,True,-0.9953012975354322,-1.4132353777124163,0.4179340801769841
